epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,3696,1.5545,1.43176,1.62403,0.81019,0.77569,0.85344,0.42029,1.8257,1.12798,1.68607,0.00109,0.00109,0.00109
182,3717.69,1.53687,1.39065,1.61827,0.81567,0.81641,0.85659,0.41619,1.79791,1.12205,1.66609,0.0010405,0.0010405,0.0010405
183,3739.56,1.54714,1.42624,1.61585,0.80115,0.78187,0.84948,0.40906,1.82876,1.11441,1.68005,0.000991,0.000991,0.000991
184,3761.2,1.54159,1.41819,1.61524,0.8387,0.79736,0.85545,0.41786,1.79711,1.10398,1.66952,0.0009415,0.0009415,0.0009415
185,3782.99,1.53123,1.38877,1.61801,0.82414,0.82192,0.85269,0.41611,1.81804,1.11035,1.68299,0.000892,0.000892,0.000892
186,3804.65,1.54264,1.39949,1.61535,0.80771,0.7836,0.84921,0.4192,1.79152,1.10452,1.6564,0.0008425,0.0008425,0.0008425
187,3826.12,1.52403,1.38536,1.61069,0.80646,0.80707,0.85107,0.41336,1.8222,1.10844,1.67937,0.000793,0.000793,0.000793
188,3847.74,1.50985,1.38492,1.59286,0.81246,0.79076,0.84389,0.41679,1.81992,1.11247,1.6757,0.0007435,0.0007435,0.0007435
189,3869.53,1.53964,1.42526,1.6085,0.81268,0.77386,0.83922,0.41129,1.79598,1.10365,1.66666,0.000694,0.000694,0.000694
190,3889.76,1.52382,1.37173,1.58494,0.78505,0.817,0.8543,0.4211,1.80955,1.10762,1.66722,0.0006445,0.0006445,0.0006445
191,3929.17,1.64819,1.25428,1.57832,0.8329,0.77963,0.85121,0.4201,1.81123,1.11631,1.67325,0.000595,0.000595,0.000595
192,3946.43,1.64963,1.22424,1.57115,0.78434,0.77026,0.79249,0.39611,1.7876,1.10703,1.66118,0.0005455,0.0005455,0.0005455
193,3968.23,1.61847,1.19798,1.53737,0.76244,0.81691,0.81402,0.40555,1.78107,1.10033,1.64992,0.000496,0.000496,0.000496
194,3990,1.60219,1.17934,1.55194,0.77816,0.79103,0.78539,0.38711,1.78349,1.14186,1.65831,0.0004465,0.0004465,0.0004465
195,4011.86,1.5942,1.16165,1.54697,0.78053,0.77806,0.78419,0.38509,1.76668,1.15336,1.64484,0.000397,0.000397,0.000397
196,4033.85,1.60184,1.14061,1.54295,0.77966,0.78307,0.78495,0.38655,1.7783,1.21948,1.64758,0.0003475,0.0003475,0.0003475
197,4052.86,1.59892,1.16583,1.55395,0.7649,0.79388,0.77876,0.39177,1.76485,1.23667,1.63992,0.000298,0.000298,0.000298
198,4069.07,1.61045,1.16578,1.54382,0.74844,0.78173,0.76951,0.38226,1.76988,1.38297,1.63936,0.0002485,0.0002485,0.0002485
199,4085.3,1.62607,1.15762,1.54419,0.72347,0.78885,0.75904,0.37588,1.77339,1.47333,1.63503,0.000199,0.000199,0.000199
200,4101.48,1.60574,1.15125,1.5367,0.7318,0.79872,0.75442,0.37042,1.76814,1.63323,1.63676,0.0001495,0.0001495,0.0001495
