epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
90,1551.44,1.77132,1.90908,1.77243,0.50777,0.69906,0.63122,0.27086,1.94198,1.55021,1.75199,0.001189,0.001189,0.001189
91,1578.02,1.91628,1.80993,1.77554,0.52937,0.61289,0.59911,0.25824,1.94735,1.52435,1.75652,0.00109,0.00109,0.00109
92,1594.47,1.88998,1.74283,1.73906,0.53353,0.6435,0.61934,0.26358,1.95921,1.53017,1.74482,0.000991,0.000991,0.000991
93,1610.98,1.89957,1.72352,1.75401,0.52437,0.65464,0.63764,0.27632,1.91939,1.46348,1.7254,0.000892,0.000892,0.000892
94,1627.53,1.88941,1.72631,1.71445,0.5343,0.67179,0.63832,0.27756,1.92377,1.45745,1.73354,0.000793,0.000793,0.000793
95,1644.04,1.87467,1.66598,1.70942,0.65042,0.59393,0.67216,0.29126,1.9115,1.44301,1.72219,0.000694,0.000694,0.000694
96,1660.3,1.85813,1.69965,1.70501,0.57163,0.68258,0.66891,0.29459,1.90425,1.43497,1.71708,0.000595,0.000595,0.000595
97,1676.7,1.83787,1.64948,1.69813,0.59577,0.63217,0.66761,0.29945,1.89139,1.41768,1.71869,0.000496,0.000496,0.000496
98,1693.39,1.85503,1.67159,1.70074,0.59683,0.67055,0.66706,0.29957,1.89421,1.4025,1.71331,0.000397,0.000397,0.000397
99,1709.86,1.85219,1.67038,1.70036,0.60743,0.66781,0.67468,0.30189,1.89446,1.40859,1.7119,0.000298,0.000298,0.000298
100,1726.27,1.86978,1.66491,1.71674,0.553,0.66085,0.66,0.29403,1.88992,1.40383,1.70811,0.000199,0.000199,0.000199
