epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
69,2298.13,1.92817,2.66163,2.29428,0.45975,0.4664,0.43955,0.20438,1.94591,2.14608,2.26872,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268
70,2318.43,1.96197,2.71279,2.31048,0.49276,0.49104,0.46171,0.21793,1.91196,2.05755,2.23922,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169
71,2334.75,1.95911,2.65282,2.30752,0.47367,0.45476,0.46863,0.22217,1.89814,2.01744,2.23072,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307
72,2348.72,1.95463,2.68169,2.28536,0.47548,0.4686,0.46247,0.22573,1.88692,2.02669,2.21941,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971
73,2362.6,1.91067,2.66165,2.2813,0.52277,0.47347,0.4834,0.23008,1.89043,2.01895,2.20244,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
74,2376.7,1.90804,2.5877,2.27295,0.51991,0.49963,0.48637,0.23955,1.86378,2.01248,2.19537,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773
75,2390.62,1.92723,2.64567,2.29067,0.47901,0.50808,0.46915,0.22855,1.88885,2.00617,2.2105,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674
76,2404.55,1.9316,2.58992,2.26131,0.54625,0.47516,0.49581,0.24057,1.85079,1.94631,2.17379,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575
77,2418.25,1.902,2.626,2.26176,0.4944,0.49575,0.49169,0.24082,1.86056,1.93945,2.17902,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476
78,2432.22,1.90619,2.60601,2.24599,0.48772,0.50675,0.50286,0.24042,1.83711,1.94142,2.15511,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377
79,2446.55,1.9135,2.60473,2.264,0.52083,0.49473,0.50341,0.23792,1.86197,1.90603,2.16335,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278
80,2460.57,1.91492,2.57058,2.24906,0.55077,0.47542,0.50321,0.23404,1.85524,1.91054,2.16187,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179
81,2474.43,1.9235,2.59084,2.26359,0.45934,0.5463,0.51588,0.25195,1.83485,1.87218,2.17017,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208
82,2488.32,1.91335,2.56241,2.24546,0.53799,0.5188,0.51638,0.25017,1.84469,1.8951,2.17808,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981
83,2502.2,1.88315,2.58525,2.21637,0.48472,0.53806,0.51734,0.25241,1.82308,1.87344,2.14838,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882
84,2516.17,1.86501,2.53138,2.22456,0.54635,0.50969,0.52813,0.25806,1.82671,1.86371,2.15378,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783
85,2530.13,1.90004,2.52836,2.2194,0.49435,0.56181,0.52484,0.25285,1.82905,1.85342,2.14844,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684
86,2544.03,1.88567,2.50942,2.21747,0.54405,0.51398,0.52467,0.25305,1.81562,1.8487,2.11738,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585
87,2557.89,1.87535,2.54342,2.22425,0.54978,0.48153,0.51128,0.2483,1.8307,1.90235,2.139,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486
88,2571.77,1.87057,2.51294,2.20424,0.58365,0.49613,0.52658,0.25258,1.80705,1.84128,2.12277,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387
89,2585.6,1.87897,2.51503,2.2228,0.54551,0.51872,0.54233,0.26138,1.81449,1.83566,2.12783,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
90,2599.42,1.84969,2.46788,2.18425,0.52583,0.5446,0.54155,0.26741,1.79688,1.83863,2.12265,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189
91,2624.96,1.89763,2.67252,2.17449,0.4782,0.57185,0.52854,0.25377,1.84552,1.85191,2.13174,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109
92,2639.06,1.87799,2.59796,2.13588,0.56953,0.51967,0.54808,0.26682,1.8234,1.82043,2.12157,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05
93,2652.82,1.84024,2.54228,2.13415,0.56385,0.53761,0.55458,0.2658,1.81981,1.79218,2.11288,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
94,2666.52,1.84404,2.54271,2.11746,0.53974,0.54521,0.55921,0.26984,1.81226,1.76941,2.11393,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05
95,2680.76,1.80712,2.48539,2.09998,0.56156,0.55174,0.56499,0.27059,1.81093,1.76511,2.11098,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05
96,2699.08,1.82297,2.48782,2.10268,0.57285,0.54851,0.57068,0.27446,1.79634,1.74746,2.10216,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05
97,2713.74,1.79715,2.47207,2.09963,0.53522,0.56641,0.56101,0.26892,1.78896,1.76048,2.09872,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
98,2733.11,1.8137,2.48244,2.09571,0.55596,0.55185,0.55842,0.26884,1.79596,1.75806,2.10347,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05
99,2754.01,1.8092,2.48448,2.09469,0.53553,0.56585,0.56384,0.27448,1.79216,1.74089,2.09676,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05
100,2770.94,1.80043,2.46796,2.10352,0.55306,0.57017,0.57025,0.27549,1.78991,1.74566,2.0987,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05
