epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
88,1263.3,2.02379,2.72764,2.28835,0.4699,0.42185,0.41557,0.18257,2.03891,2.11394,2.25313,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387
89,1276.76,1.99491,2.76829,2.28643,0.46735,0.47566,0.43616,0.1967,2.05654,2.08525,2.24514,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
90,1290.43,1.95555,2.71772,2.24966,0.46849,0.45515,0.42175,0.18734,2.03407,2.1007,2.22517,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189
91,1314.41,2.05146,2.88338,2.21948,0.43163,0.37991,0.38966,0.16951,2.04467,2.09466,2.25719,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109
92,1327.72,2.01887,2.80381,2.19408,0.39219,0.45468,0.41297,0.18196,2.0322,2.05534,2.22947,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05
93,1341.14,1.98548,2.73894,2.20028,0.37837,0.46998,0.42485,0.1826,2.03717,2.06139,2.22036,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
94,1354.45,1.97463,2.74226,2.15442,0.37041,0.46464,0.42293,0.18516,2.01999,2.04328,2.21126,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05
95,1367.97,1.96093,2.7122,2.16769,0.39964,0.49597,0.44217,0.19705,2.01717,1.99944,2.23303,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05
96,1381.32,1.96326,2.71713,2.16873,0.38505,0.4801,0.43112,0.19133,2.00796,2.0213,2.19434,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05
97,1394.64,1.96112,2.72613,2.17421,0.41331,0.494,0.44718,0.19879,2.00724,2.0079,2.21395,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
98,1408.01,1.96002,2.67564,2.16813,0.41695,0.4727,0.45439,0.20511,2.00861,1.99422,2.20524,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05
99,1421.46,1.95369,2.68995,2.157,0.4164,0.51024,0.45746,0.20773,2.00498,1.98648,2.2,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05
100,1434.91,1.93542,2.67735,2.15024,0.43211,0.50585,0.45507,0.20579,2.00134,1.98044,2.19767,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05
