epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,3217.86,1.44584,1.18866,1.61175,0.92175,0.86849,0.91799,0.47026,1.72036,0.92576,1.72795,0.0009415,0.0009415,0.0009415
185,3234.75,1.44406,1.18469,1.62288,0.91351,0.87148,0.91326,0.46359,1.74083,0.92488,1.73513,0.000892,0.000892,0.000892
186,3252.24,1.45336,1.18181,1.6231,0.91021,0.87828,0.91915,0.47501,1.72237,0.92358,1.72746,0.0008425,0.0008425,0.0008425
187,3270.16,1.42271,1.17513,1.59861,0.92424,0.87413,0.91474,0.46881,1.71948,0.93077,1.72984,0.000793,0.000793,0.000793
188,3288.26,1.4095,1.17604,1.58766,0.94482,0.88058,0.93454,0.47437,1.73173,0.92696,1.73081,0.0007435,0.0007435,0.0007435
189,3305.99,1.45031,1.22075,1.60589,0.9252,0.86842,0.92113,0.47196,1.7294,0.92157,1.73924,0.000694,0.000694,0.000694
190,3323.59,1.41882,1.17412,1.57666,0.91662,0.88004,0.92063,0.47861,1.70873,0.91499,1.72703,0.0006445,0.0006445,0.0006445
191,3351.57,1.55711,1.02728,1.59938,0.92045,0.88368,0.9219,0.46952,1.73326,0.91509,1.75626,0.000595,0.000595,0.000595
192,3368.57,1.53024,0.98441,1.57625,0.94189,0.88641,0.93364,0.47927,1.71224,0.90902,1.73629,0.0005455,0.0005455,0.0005455
193,3385.5,1.52849,0.98097,1.56219,0.92128,0.88795,0.9266,0.4763,1.71621,0.90803,1.73438,0.000496,0.000496,0.000496
194,3402.51,1.51411,0.97395,1.55283,0.93245,0.87771,0.92624,0.47502,1.70795,0.90092,1.73016,0.0004465,0.0004465,0.0004465
195,3419.41,1.48618,0.94932,1.56342,0.93669,0.88678,0.93408,0.47795,1.70895,0.89199,1.73137,0.000397,0.000397,0.000397
196,3436.36,1.49936,0.93002,1.53931,0.948,0.88217,0.93538,0.47941,1.70875,0.89639,1.73736,0.0003475,0.0003475,0.0003475
197,3454.1,1.49882,0.9563,1.55524,0.94232,0.8911,0.93912,0.47465,1.70829,0.88949,1.73448,0.000298,0.000298,0.000298
198,3471.65,1.50075,0.94815,1.53576,0.9326,0.89406,0.93997,0.47552,1.70695,0.88835,1.74126,0.0002485,0.0002485,0.0002485
199,3488.37,1.51278,0.92255,1.54895,0.9335,0.89409,0.94134,0.47881,1.71114,0.8823,1.74496,0.000199,0.000199,0.000199
200,3505.21,1.5038,0.93557,1.54221,0.93422,0.89918,0.94017,0.48045,1.70967,0.88624,1.74308,0.0001495,0.0001495,0.0001495
