epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
68,816.435,1.80571,1.99205,1.99462,0.59123,0.56994,0.62056,0.26644,1.9132,1.66487,1.91016,0.003367,0.003367,0.003367
69,828.412,1.78912,1.95446,1.98952,0.60432,0.56936,0.61243,0.26859,1.95732,1.57937,1.92964,0.003268,0.003268,0.003268
70,840.486,1.81234,1.92662,1.99849,0.61978,0.57601,0.60201,0.26418,1.97261,1.62734,1.94072,0.003169,0.003169,0.003169
71,852.691,1.78503,1.91672,1.95835,0.63357,0.62322,0.63162,0.26486,1.92326,1.56298,1.92498,0.00307,0.00307,0.00307
72,865.36,1.79653,1.91302,1.96343,0.61828,0.55819,0.62507,0.26874,1.96138,1.58193,1.92629,0.002971,0.002971,0.002971
73,878.551,1.77543,1.90844,1.96418,0.56606,0.59571,0.62267,0.27325,1.91547,1.56362,1.89814,0.002872,0.002872,0.002872
74,890.835,1.76991,1.87918,1.96135,0.63197,0.56457,0.65104,0.28658,1.93468,1.50646,1.90793,0.002773,0.002773,0.002773
75,903.029,1.76065,1.90701,1.9764,0.67352,0.58582,0.65211,0.28344,1.93099,1.54775,1.91746,0.002674,0.002674,0.002674
76,915.51,1.78133,1.85243,1.95801,0.6706,0.55313,0.65687,0.2868,1.94734,1.57468,1.91461,0.002575,0.002575,0.002575
77,927.966,1.7646,1.85031,1.94954,0.59689,0.61362,0.62824,0.27528,1.89337,1.54064,1.88641,0.002476,0.002476,0.002476
78,940.303,1.75107,1.83685,1.93128,0.58406,0.68227,0.68577,0.30576,1.90402,1.50696,1.88227,0.002377,0.002377,0.002377
79,952.533,1.75628,1.8337,1.94542,0.65124,0.65554,0.68155,0.30074,1.88759,1.50148,1.87667,0.002278,0.002278,0.002278
80,964.839,1.7384,1.82428,1.92092,0.62551,0.64706,0.68654,0.3108,1.87111,1.51167,1.86969,0.002179,0.002179,0.002179
81,977.269,1.73929,1.82107,1.92446,0.6612,0.65132,0.6985,0.30614,1.89491,1.50324,1.8804,0.00208,0.00208,0.00208
82,989.829,1.73846,1.79339,1.92911,0.67474,0.66286,0.70357,0.31754,1.88549,1.45261,1.87479,0.001981,0.001981,0.001981
83,1002.23,1.72218,1.79612,1.9041,0.66865,0.60478,0.66396,0.30419,1.86649,1.46955,1.87472,0.001882,0.001882,0.001882
84,1014.56,1.72929,1.79593,1.92664,0.67997,0.66682,0.70628,0.33051,1.86793,1.42489,1.86534,0.001783,0.001783,0.001783
85,1026.87,1.734,1.78621,1.90718,0.69826,0.61051,0.70589,0.3248,1.84535,1.46396,1.86102,0.001684,0.001684,0.001684
86,1039.26,1.7304,1.75771,1.93063,0.72913,0.63725,0.72102,0.32742,1.85576,1.42726,1.84607,0.001585,0.001585,0.001585
87,1051.57,1.69922,1.77575,1.90712,0.7379,0.61656,0.7091,0.32329,1.87555,1.43081,1.87248,0.001486,0.001486,0.001486
88,1064.03,1.71243,1.76092,1.91747,0.71744,0.62759,0.71595,0.32694,1.84573,1.43083,1.85744,0.001387,0.001387,0.001387
89,1076.31,1.71354,1.74014,1.90321,0.71581,0.63404,0.71507,0.31953,1.87326,1.41398,1.86249,0.001288,0.001288,0.001288
90,1088.65,1.69546,1.71887,1.88656,0.6879,0.65866,0.72107,0.32317,1.85571,1.41157,1.85358,0.001189,0.001189,0.001189
91,1112.24,1.81177,1.5851,1.8487,0.71354,0.67821,0.7446,0.33204,1.83573,1.35777,1.84634,0.00109,0.00109,0.00109
92,1124.51,1.78259,1.52092,1.81872,0.77731,0.63613,0.73802,0.33672,1.84092,1.35214,1.85697,0.000991,0.000991,0.000991
93,1136.3,1.79014,1.5214,1.84549,0.73904,0.69466,0.75565,0.34549,1.83529,1.32185,1.85242,0.000892,0.000892,0.000892
94,1148.5,1.76518,1.51315,1.80687,0.70764,0.71063,0.75982,0.35659,1.82644,1.30647,1.82749,0.000793,0.000793,0.000793
95,1160.87,1.7529,1.48637,1.81949,0.73869,0.66691,0.76898,0.34857,1.82373,1.30118,1.83143,0.000694,0.000694,0.000694
96,1173.19,1.74551,1.4693,1.80706,0.77242,0.67175,0.77213,0.35901,1.80522,1.28621,1.80596,0.000595,0.000595,0.000595
97,1185.63,1.74828,1.43507,1.80274,0.75997,0.672,0.7764,0.35921,1.80802,1.28004,1.81501,0.000496,0.000496,0.000496
98,1198,1.74557,1.46462,1.79074,0.73977,0.69448,0.77526,0.36339,1.80506,1.27619,1.80691,0.000397,0.000397,0.000397
99,1210.27,1.73886,1.45465,1.79419,0.75675,0.65727,0.77458,0.36237,1.80591,1.26834,1.80946,0.000298,0.000298,0.000298
100,1222.58,1.75848,1.41655,1.79616,0.79795,0.68616,0.78266,0.36355,1.80263,1.2647,1.80316,0.000199,0.000199,0.000199
