epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,237.18,1.44302,4.82384,1.3831,0.54634,0.56706,0.55317,0.28743,1.46526,1.8937,1.49962,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901,0.002703,0.000901
12,255.985,1.45854,4.4616,1.37081,0.58316,0.59892,0.62124,0.31288,1.48542,1.75079,1.54501,0.0026733,0.0008911,0.0026733,0.0008911,0.0026733,0.0008911,0.0026733,0.0008911
13,274.702,1.4579,4.26813,1.37144,0.58403,0.6481,0.64641,0.33648,1.44597,1.67993,1.50435,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812,0.0026436,0.0008812
14,293.47,1.45192,4.021,1.3553,0.59665,0.62053,0.62323,0.31455,1.53649,1.60461,1.55724,0.0026139,0.0008713,0.0026139,0.0008713,0.0026139,0.0008713,0.0026139,0.0008713
15,312.256,1.47179,3.87672,1.36323,0.66443,0.63696,0.68447,0.35327,1.49653,1.55899,1.53574,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614,0.0025842,0.0008614
16,331.054,1.42854,3.63316,1.34164,0.65349,0.67876,0.69689,0.36554,1.486,1.44662,1.52044,0.0025545,0.0008515,0.0025545,0.0008515,0.0025545,0.0008515,0.0025545,0.0008515
17,349.773,1.44008,3.52729,1.34045,0.74709,0.66059,0.73215,0.36754,1.49099,1.44094,1.51023,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416,0.0025248,0.0008416
18,368.42,1.46019,3.33554,1.34808,0.6754,0.69276,0.72455,0.37522,1.48394,1.41867,1.49539,0.0024951,0.0008317,0.0024951,0.0008317,0.0024951,0.0008317,0.0024951,0.0008317
19,387.038,1.45269,3.18003,1.333,0.75071,0.71632,0.7732,0.40298,1.54516,1.31437,1.55742,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218,0.0024654,0.0008218
20,405.622,1.44952,3.04244,1.32762,0.68596,0.72998,0.77874,0.4128,1.45814,1.19567,1.46745,0.0024357,0.0008119,0.0024357,0.0008119,0.0024357,0.0008119,0.0024357,0.0008119
21,424.22,1.4509,2.95902,1.33439,0.70375,0.71039,0.76998,0.404,1.52503,1.24791,1.48487,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802,0.002406,0.000802
22,442.811,1.43959,2.84872,1.3312,0.74885,0.68262,0.76433,0.40125,1.50071,1.22862,1.5088,0.0023763,0.0007921,0.0023763,0.0007921,0.0023763,0.0007921,0.0023763,0.0007921
23,461.344,1.41734,2.7158,1.31971,0.78012,0.72733,0.81666,0.43673,1.49786,1.15238,1.4966,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822,0.0023466,0.0007822
24,479.931,1.40588,2.60564,1.30581,0.70782,0.72624,0.77718,0.41357,1.5098,1.21953,1.51274,0.0023169,0.0007723,0.0023169,0.0007723,0.0023169,0.0007723,0.0023169,0.0007723
25,498.565,1.4315,2.5575,1.31586,0.67414,0.71782,0.74188,0.39451,1.59253,1.22003,1.53069,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624,0.0022872,0.0007624
26,517.139,1.4207,2.47284,1.30055,0.76645,0.76708,0.81495,0.43365,1.50253,1.08202,1.4808,0.0022575,0.0007525,0.0022575,0.0007525,0.0022575,0.0007525,0.0022575,0.0007525
27,535.684,1.41183,2.44809,1.3081,0.77759,0.74493,0.81956,0.44185,1.46386,1.13431,1.46538,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426,0.0022278,0.0007426
28,554.434,1.41884,2.3405,1.312,0.79301,0.76606,0.85954,0.44929,1.52663,1.02869,1.50169,0.0021981,0.0007327,0.0021981,0.0007327,0.0021981,0.0007327,0.0021981,0.0007327
29,573.004,1.40977,2.25852,1.29839,0.72104,0.73758,0.75874,0.40461,1.58349,1.20366,1.53111,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228,0.0021684,0.0007228
30,591.531,1.4235,2.22425,1.3126,0.7792,0.7744,0.82994,0.43398,1.51746,1.07187,1.50116,0.0021387,0.0007129,0.0021387,0.0007129,0.0021387,0.0007129,0.0021387,0.0007129
31,610.066,1.3716,2.08401,1.29207,0.79093,0.76112,0.84055,0.45335,1.50162,0.99469,1.46457,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703,0.002109,0.000703
32,628.784,1.42707,2.07933,1.30524,0.79168,0.8261,0.87469,0.46841,1.49743,0.89078,1.47757,0.0020793,0.0006931,0.0020793,0.0006931,0.0020793,0.0006931,0.0020793,0.0006931
33,647.723,1.41417,2.01784,1.29228,0.80297,0.79205,0.86752,0.47107,1.49344,0.88152,1.47733,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832,0.0020496,0.0006832
34,666.546,1.40704,1.93634,1.29624,0.83677,0.81668,0.87294,0.47226,1.53241,0.90398,1.48173,0.0020199,0.0006733,0.0020199,0.0006733,0.0020199,0.0006733,0.0020199,0.0006733
35,685.322,1.39647,1.91112,1.28598,0.78452,0.79676,0.84517,0.46429,1.52216,0.90797,1.4762,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634,0.0019902,0.0006634
36,704.138,1.37646,1.82251,1.26894,0.84825,0.81756,0.8794,0.48303,1.52316,0.87536,1.45807,0.0019605,0.0006535,0.0019605,0.0006535,0.0019605,0.0006535,0.0019605,0.0006535
37,725.881,1.38416,1.80253,1.27161,0.82441,0.80855,0.87126,0.4672,1.56999,0.90195,1.48972,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436,0.0019308,0.0006436
38,757.571,1.36127,1.76981,1.27527,0.84779,0.80515,0.88739,0.49833,1.48388,0.87579,1.45572,0.0019011,0.0006337,0.0019011,0.0006337,0.0019011,0.0006337,0.0019011,0.0006337
39,789.014,1.37273,1.73467,1.26533,0.82283,0.80836,0.87013,0.48193,1.44731,0.89512,1.45661,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238,0.0018714,0.0006238
40,820.974,1.35189,1.65896,1.26115,0.85686,0.81149,0.87907,0.48619,1.49496,0.83789,1.45763,0.0018417,0.0006139,0.0018417,0.0006139,0.0018417,0.0006139,0.0018417,0.0006139
41,852.93,1.3701,1.65088,1.26748,0.88347,0.82423,0.89916,0.50958,1.4808,0.81457,1.44054,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604,0.001812,0.000604
42,885.174,1.36664,1.65431,1.26411,0.89556,0.81086,0.90097,0.50096,1.50851,0.76695,1.46898,0.0017823,0.0005941,0.0017823,0.0005941,0.0017823,0.0005941,0.0017823,0.0005941
43,916.774,1.39169,1.59213,1.27415,0.84012,0.81907,0.88535,0.48245,1.5397,0.8121,1.4621,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842,0.0017526,0.0005842
44,948.435,1.35545,1.54043,1.25734,0.85524,0.82712,0.89657,0.50433,1.51704,0.78091,1.48011,0.0017229,0.0005743,0.0017229,0.0005743,0.0017229,0.0005743,0.0017229,0.0005743
45,981.162,1.35527,1.56699,1.25896,0.85962,0.83282,0.89766,0.506,1.46817,0.76719,1.43881,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644,0.0016932,0.0005644
46,1013.33,1.36974,1.5161,1.26348,0.88016,0.85787,0.9121,0.50801,1.50556,0.739,1.45708,0.0016635,0.0005545,0.0016635,0.0005545,0.0016635,0.0005545,0.0016635,0.0005545
47,1032.42,1.37188,1.50207,1.269,0.87123,0.82443,0.90365,0.50839,1.5123,0.74086,1.47317,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446,0.0016338,0.0005446
48,1051.58,1.34666,1.51399,1.2567,0.85053,0.87424,0.91959,0.51316,1.48373,0.71999,1.44372,0.0016041,0.0005347,0.0016041,0.0005347,0.0016041,0.0005347,0.0016041,0.0005347
49,1073.56,1.34529,1.44948,1.24484,0.90754,0.81944,0.91586,0.51448,1.48758,0.70895,1.45783,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248,0.0015744,0.0005248
50,1105.67,1.34326,1.45518,1.25523,0.87667,0.84863,0.91598,0.51661,1.48744,0.73007,1.45198,0.0015447,0.0005149,0.0015447,0.0005149,0.0015447,0.0005149,0.0015447,0.0005149
51,1137.32,1.34865,1.41441,1.25145,0.85771,0.85741,0.89951,0.51091,1.49434,0.70445,1.45599,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505,0.001515,0.000505
52,1169.26,1.34682,1.40254,1.24047,0.87529,0.83395,0.90033,0.5182,1.47504,0.71587,1.44399,0.0014853,0.0004951,0.0014853,0.0004951,0.0014853,0.0004951,0.0014853,0.0004951
53,1201.61,1.32524,1.36586,1.23358,0.8669,0.85477,0.91406,0.50568,1.52812,0.71953,1.47416,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852,0.0014556,0.0004852
54,1233.06,1.33114,1.32581,1.23838,0.85962,0.85273,0.90086,0.51995,1.47647,0.71328,1.43849,0.0014259,0.0004753,0.0014259,0.0004753,0.0014259,0.0004753,0.0014259,0.0004753
55,1265.56,1.32972,1.3812,1.2442,0.88673,0.85632,0.91675,0.51282,1.49962,0.68934,1.46274,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654,0.0013962,0.0004654
56,1297.96,1.33379,1.33477,1.24331,0.85906,0.8644,0.92178,0.52671,1.47764,0.66437,1.43032,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555
57,1329.9,1.33701,1.32841,1.23485,0.86614,0.86646,0.90261,0.50679,1.50525,0.67248,1.44969,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
58,1362.44,1.32806,1.32547,1.2378,0.86004,0.85475,0.90188,0.51504,1.48329,0.73166,1.45308,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357
59,1394.06,1.3066,1.28492,1.22874,0.89305,0.88197,0.92479,0.52491,1.49076,0.6639,1.44229,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258
60,1425.27,1.31151,1.2486,1.21561,0.88864,0.87367,0.9266,0.5414,1.46751,0.63739,1.43996,0.0012477,0.0004159,0.0012477,0.0004159,0.0012477,0.0004159,0.0012477,0.0004159
61,1457.29,1.31252,1.28571,1.22864,0.88487,0.88265,0.9232,0.53672,1.48857,0.63639,1.44841,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406
62,1482,1.29427,1.25758,1.22874,0.90169,0.84859,0.9124,0.51648,1.54133,0.64414,1.49588,0.0011883,0.0003961,0.0011883,0.0003961,0.0011883,0.0003961,0.0011883,0.0003961
63,1508.38,1.28733,1.22041,1.2094,0.93104,0.87232,0.93124,0.53429,1.49946,0.62084,1.46166,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862
64,1540.49,1.29112,1.20229,1.21667,0.93045,0.84035,0.92382,0.52998,1.47991,0.6534,1.45304,0.0011289,0.0003763,0.0011289,0.0003763,0.0011289,0.0003763,0.0011289,0.0003763
65,1573.28,1.30201,1.21721,1.22014,0.91998,0.87157,0.9275,0.52943,1.46133,0.66795,1.44546,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664
66,1606.12,1.29255,1.22672,1.21951,0.86106,0.89554,0.92202,0.53053,1.47316,0.65754,1.45647,0.0010695,0.0003565,0.0010695,0.0003565,0.0010695,0.0003565,0.0010695,0.0003565
67,1637.81,1.27553,1.16598,1.20411,0.89835,0.88894,0.93373,0.54267,1.45988,0.61354,1.44196,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466
68,1669.56,1.29657,1.17187,1.21407,0.88797,0.87216,0.92797,0.5362,1.46112,0.63563,1.44939,0.0010101,0.0003367,0.0010101,0.0003367,0.0010101,0.0003367,0.0010101,0.0003367
69,1702.68,1.27633,1.15973,1.20678,0.90873,0.87667,0.9386,0.53612,1.48559,0.60669,1.45675,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268
70,1734.35,1.30458,1.18402,1.21943,0.90259,0.91615,0.94271,0.54227,1.45799,0.60226,1.43661,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169
71,1766.47,1.27965,1.15553,1.2064,0.90115,0.90036,0.93435,0.543,1.43938,0.61907,1.44274,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307
72,1798.39,1.26374,1.12478,1.20171,0.90575,0.88182,0.92828,0.53382,1.45915,0.62672,1.44147,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971
73,1830.4,1.26728,1.14078,1.21814,0.86391,0.92,0.93907,0.54048,1.44397,0.61797,1.44728,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
74,1862.28,1.26791,1.14531,1.21208,0.91255,0.87216,0.92516,0.54727,1.44938,0.60846,1.45697,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773
75,1891.32,1.2682,1.12496,1.21404,0.91364,0.88092,0.94187,0.54225,1.43316,0.58947,1.44428,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674
76,1924.08,1.26545,1.09343,1.19519,0.90356,0.89654,0.93407,0.53574,1.44611,0.59104,1.44576,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575
77,1955.67,1.26791,1.11604,1.2031,0.90144,0.91091,0.94363,0.54634,1.43759,0.57933,1.44096,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476
78,1988.26,1.24936,1.07945,1.19411,0.91104,0.90421,0.94092,0.54648,1.45082,0.56082,1.4458,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377
79,2021.16,1.25964,1.1187,1.20853,0.9112,0.89764,0.94141,0.55279,1.4536,0.57961,1.4489,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278
80,2054.02,1.23252,1.08387,1.18768,0.91297,0.88024,0.93594,0.55441,1.43332,0.59516,1.44389,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179
81,2082.77,1.24967,1.06531,1.2003,0.90668,0.88926,0.93158,0.54794,1.43814,0.59704,1.44335,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208
82,2112.21,1.22156,1.08238,1.19906,0.90889,0.89575,0.93423,0.55163,1.4519,0.5751,1.44084,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981
83,2145.35,1.23536,1.06561,1.18851,0.92183,0.88436,0.93754,0.55105,1.4473,0.5795,1.4492,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882
84,2178.14,1.23363,1.05961,1.20244,0.90057,0.89451,0.93047,0.55613,1.45495,0.56206,1.44267,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783
85,2209.12,1.21626,1.08052,1.18267,0.90589,0.8991,0.93817,0.55472,1.45736,0.5694,1.44359,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684
86,2241.28,1.20834,1.0351,1.17967,0.92734,0.88133,0.92948,0.55453,1.45209,0.56355,1.43373,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585
87,2272.86,1.21989,1.04427,1.18088,0.92978,0.89009,0.93705,0.55585,1.44525,0.5703,1.4345,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486
88,2305.84,1.21555,1.0316,1.17612,0.92835,0.88055,0.92807,0.55202,1.44324,0.57008,1.43348,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387
89,2338.87,1.19984,1.03029,1.17229,0.91543,0.88372,0.92513,0.5541,1.4567,0.57876,1.43812,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
90,2370.38,1.19476,0.99242,1.16967,0.91957,0.8944,0.92831,0.55424,1.43353,0.56507,1.43123,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189
91,2415.06,1.22138,0.86921,1.2668,0.9082,0.88802,0.92927,0.54393,1.46036,0.54759,1.43967,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109
92,2447.33,1.19139,0.84715,1.23934,0.93339,0.89372,0.94053,0.54647,1.4355,0.55076,1.42587,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05
93,2479.59,1.18409,0.84604,1.24954,0.92926,0.8937,0.93173,0.54799,1.43141,0.53669,1.42923,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
94,2511.36,1.14803,0.804,1.22661,0.93077,0.89676,0.93186,0.55177,1.42648,0.5377,1.42758,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05
95,2543.16,1.17211,0.77399,1.21993,0.94081,0.90841,0.9371,0.55541,1.4325,0.52511,1.42952,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05
96,2574.16,1.13742,0.78118,1.22168,0.93019,0.89605,0.93421,0.54909,1.42936,0.54218,1.42349,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05
97,2605.6,1.16139,0.78869,1.22405,0.93605,0.8939,0.93838,0.55623,1.42113,0.55168,1.4228,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
98,2638.92,1.12213,0.76818,1.21207,0.93624,0.8955,0.93657,0.55409,1.42497,0.53004,1.42695,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05
99,2669.36,1.14806,0.79538,1.22213,0.93586,0.906,0.93727,0.55351,1.43172,0.52853,1.42694,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05
100,2701.08,1.14507,0.77103,1.22707,0.94033,0.90219,0.93441,0.55429,1.43306,0.52531,1.42785,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05
