epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
73,1286.84,1.14504,1.1654,1.16478,0.93168,0.92027,0.94145,0.53675,1.41588,0.74885,1.418,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
74,1309.25,1.15153,1.19391,1.18357,0.93156,0.91323,0.94145,0.53449,1.41419,0.75278,1.4087,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773
75,1331.83,1.14682,1.15425,1.17202,0.93119,0.92874,0.94655,0.54802,1.39946,0.73311,1.40282,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674
76,1349.65,1.14162,1.19688,1.17439,0.94609,0.91934,0.94669,0.54295,1.41253,0.73224,1.40825,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575
77,1371,1.17448,1.21566,1.20302,0.92618,0.93132,0.95115,0.54933,1.4143,0.73406,1.40839,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476
78,1393.1,1.14249,1.20225,1.18004,0.94129,0.91986,0.95012,0.54309,1.38471,0.74072,1.41749,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377
79,1415.04,1.14083,1.13244,1.18992,0.93258,0.92041,0.94463,0.55085,1.40169,0.72958,1.41373,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278
80,1437.21,1.12059,1.14706,1.16335,0.92717,0.92019,0.94505,0.54481,1.4042,0.72921,1.40341,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179
81,1459.42,1.16556,1.16145,1.18493,0.93436,0.91823,0.94395,0.54494,1.39636,0.72518,1.39929,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208
82,1482.16,1.1206,1.12549,1.1669,0.93863,0.92102,0.94482,0.54503,1.40712,0.7174,1.40017,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981
83,1504.58,1.10579,1.11571,1.15613,0.93007,0.91809,0.94444,0.54274,1.39629,0.71707,1.40427,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882
84,1527.1,1.16177,1.18324,1.18329,0.9228,0.92766,0.94853,0.54418,1.40388,0.72004,1.40033,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783
85,1548.85,1.09964,1.09555,1.15265,0.93846,0.91352,0.9454,0.55311,1.38802,0.72098,1.39466,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684
86,1570.1,1.10432,1.11603,1.14874,0.94802,0.92969,0.95002,0.54262,1.40301,0.7168,1.40186,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585
87,1592.37,1.11761,1.13682,1.14931,0.92506,0.92475,0.94821,0.54763,1.3943,0.72442,1.39665,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486
88,1614.55,1.09425,1.14471,1.14178,0.92934,0.93165,0.9473,0.54226,1.39955,0.72573,1.40506,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387
