epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
56,791.001,1.39333,1.52892,1.28417,0.91147,0.89698,0.92918,0.51117,1.43336,0.92433,1.41515,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555,0.0013665,0.0004555
57,804.562,1.39041,1.52218,1.28177,0.8992,0.89429,0.92038,0.51585,1.4247,0.9224,1.41027,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456,0.0013368,0.0004456
58,818.062,1.36993,1.50086,1.2761,0.92897,0.85823,0.91888,0.49414,1.49279,0.98418,1.45276,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357,0.0013071,0.0004357
59,831.456,1.3736,1.48819,1.27309,0.9371,0.8803,0.9308,0.51342,1.47151,0.94084,1.42897,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258,0.0012774,0.0004258
60,844.769,1.37264,1.4589,1.26288,0.93243,0.90645,0.94159,0.51596,1.40346,0.92766,1.41414,0.0012477,0.0004159,0.0012477,0.0004159,0.0012477,0.0004159,0.0012477,0.0004159
61,858.261,1.38227,1.49367,1.27806,0.93554,0.90233,0.93925,0.52048,1.42773,0.90145,1.41497,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406,0.001218,0.000406
62,871.701,1.35502,1.46663,1.26829,0.94955,0.89305,0.94113,0.52993,1.41618,0.88151,1.41837,0.0011883,0.0003961,0.0011883,0.0003961,0.0011883,0.0003961,0.0011883,0.0003961
63,885.088,1.35625,1.45437,1.26449,0.92815,0.90468,0.94087,0.52834,1.44651,0.88432,1.42783,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862,0.0011586,0.0003862
64,898.404,1.34583,1.43243,1.25882,0.92557,0.89859,0.94027,0.52167,1.44864,0.87404,1.41932,0.0011289,0.0003763,0.0011289,0.0003763,0.0011289,0.0003763,0.0011289,0.0003763
65,911.768,1.36852,1.43221,1.25945,0.93645,0.89269,0.9351,0.52126,1.44173,0.89969,1.42576,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664,0.0010992,0.0003664
66,925.172,1.38294,1.45294,1.2758,0.94315,0.90871,0.94128,0.52481,1.44637,0.89388,1.41951,0.0010695,0.0003565,0.0010695,0.0003565,0.0010695,0.0003565,0.0010695,0.0003565
67,938.546,1.33822,1.40865,1.24675,0.9216,0.89979,0.93544,0.53135,1.40749,0.87422,1.40635,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466,0.0010398,0.0003466
68,951.895,1.36778,1.41908,1.26133,0.92351,0.90388,0.93673,0.52923,1.43507,0.87026,1.42086,0.0010101,0.0003367,0.0010101,0.0003367,0.0010101,0.0003367,0.0010101,0.0003367
69,965.27,1.32399,1.40932,1.2478,0.92929,0.90161,0.93793,0.52629,1.45055,0.85967,1.43941,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268,0.0009804,0.0003268
70,978.776,1.36078,1.40283,1.26223,0.93207,0.91619,0.93569,0.52883,1.41842,0.87626,1.42242,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169,0.0009507,0.0003169
71,992.173,1.34117,1.38754,1.25105,0.95048,0.89824,0.94139,0.53367,1.41391,0.85006,1.41666,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307,0.000921,0.000307
72,1005.54,1.31385,1.37066,1.24396,0.9387,0.90923,0.94437,0.53494,1.41132,0.84267,1.40901,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971,0.0008913,0.0002971
73,1019,1.33647,1.37907,1.26088,0.93091,0.91945,0.94202,0.52794,1.41792,0.85987,1.41493,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872,0.0008616,0.0002872
74,1032.43,1.31827,1.36295,1.24394,0.93154,0.91161,0.94048,0.53075,1.42055,0.85974,1.41688,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773,0.0008319,0.0002773
75,1045.74,1.33744,1.38482,1.2563,0.93131,0.90761,0.93735,0.52836,1.43364,0.86305,1.42985,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674,0.0008022,0.0002674
76,1059.24,1.31963,1.34838,1.23531,0.93425,0.9049,0.93719,0.52567,1.46745,0.87814,1.43477,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575,0.0007725,0.0002575
77,1072.51,1.31904,1.36864,1.23972,0.93142,0.90949,0.94433,0.52696,1.45349,0.85218,1.42197,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476,0.0007428,0.0002476
78,1085.87,1.30221,1.3578,1.23462,0.9408,0.91005,0.94123,0.5321,1.42452,0.84985,1.40632,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377,0.0007131,0.0002377
79,1099.45,1.32915,1.37888,1.2576,0.93558,0.91237,0.94059,0.54264,1.41237,0.84721,1.40675,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278,0.0006834,0.0002278
80,1112.95,1.30986,1.33773,1.23436,0.93899,0.9213,0.94546,0.53928,1.38395,0.84487,1.39038,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179,0.0006537,0.0002179
81,1126.41,1.32284,1.35507,1.24494,0.94083,0.90385,0.94349,0.53598,1.4064,0.83585,1.40546,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208,0.000624,0.000208
82,1139.78,1.30213,1.3404,1.24532,0.93732,0.90164,0.94078,0.53724,1.43174,0.8463,1.41507,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981,0.0005943,0.0001981
83,1153.09,1.29294,1.32899,1.23219,0.93031,0.91216,0.93783,0.54023,1.41994,0.83188,1.40509,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882,0.0005646,0.0001882
84,1166.5,1.3125,1.33593,1.24618,0.93715,0.90364,0.94,0.5373,1.4177,0.82296,1.40544,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783,0.0005349,0.0001783
85,1179.85,1.30127,1.32384,1.23017,0.93706,0.90922,0.93839,0.54083,1.42003,0.83313,1.40472,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684,0.0005052,0.0001684
86,1193.44,1.2984,1.30408,1.23658,0.93411,0.91161,0.94085,0.54527,1.39906,0.83216,1.38986,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585,0.0004755,0.0001585
87,1206.82,1.28769,1.31917,1.22292,0.94047,0.91674,0.94751,0.54502,1.39542,0.82099,1.38298,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486,0.0004458,0.0001486
88,1220.34,1.29866,1.29763,1.22794,0.94259,0.91146,0.94312,0.54005,1.41003,0.82641,1.40046,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387,0.0004161,0.0001387
89,1233.68,1.28866,1.30162,1.21948,0.93473,0.92056,0.94578,0.53815,1.43125,0.83033,1.40598,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288,0.0003864,0.0001288
90,1247.02,1.27199,1.28226,1.22028,0.92578,0.91992,0.93445,0.54101,1.40663,0.81792,1.39984,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189,0.0003567,0.0001189
91,1269.51,1.34501,1.43116,1.31542,0.9317,0.88962,0.93146,0.53112,1.41524,0.8362,1.40105,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109,0.000327,0.000109
92,1282.86,1.30417,1.39444,1.29954,0.93166,0.88858,0.92126,0.53586,1.41354,0.84454,1.38987,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05,0.0002973,9.91e-05
93,1296.24,1.29267,1.36565,1.29627,0.93941,0.91158,0.94192,0.54098,1.41416,0.84627,1.3957,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05,0.0002676,8.92e-05
94,1309.54,1.25886,1.35668,1.28076,0.93312,0.91672,0.939,0.53744,1.40169,0.83067,1.38795,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05,0.0002379,7.93e-05
95,1322.93,1.24187,1.32931,1.26009,0.9271,0.91352,0.93763,0.54237,1.40294,0.82758,1.39061,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05,0.0002082,6.94e-05
96,1336.35,1.23391,1.30898,1.2641,0.92832,0.91567,0.94365,0.54512,1.39997,0.82023,1.38643,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05,0.0001785,5.95e-05
97,1352.28,1.24936,1.3274,1.27598,0.93691,0.91054,0.94202,0.54012,1.40556,0.81864,1.39067,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05,0.0001488,4.96e-05
98,1373.89,1.23849,1.31733,1.26501,0.91303,0.92296,0.93925,0.53922,1.39706,0.80965,1.38641,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05,0.0001191,3.97e-05
99,1392.32,1.24939,1.32685,1.26764,0.92814,0.91284,0.93859,0.54214,1.4064,0.819,1.38948,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05,8.94e-05,2.98e-05
100,1411.53,1.22664,1.31023,1.26124,0.93315,0.9189,0.94007,0.54448,1.40409,0.81502,1.39031,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05,5.97e-05,1.99e-05
